router_name,benchmark_name,task_id,domain,difficulty,trial,selected_candidate,confidence,fallback_used,success,tool_call_required,tool_call_correct,cost_usd,latency_ms
LiteLLM Router (live),WebArena (live),webarena-21,web_navigation,0.468,0,mid-general,0.6,False,False,False,,0.030645,76477.35239400026
LiteLLM Router (live),WebArena (live),webarena-22,web_navigation,0.465,0,mid-general,0.6,False,False,False,,0.031794,80715.78631500051
LiteLLM Router (live),WebArena (live),webarena-23,web_navigation,0.47400000000000003,0,mid-general,0.6,False,False,False,,0.03336,75943.41562299996
LiteLLM Router (live),WebArena (live),webarena-24,web_navigation,0.466,0,mid-general,0.6,False,False,False,,0.016161000000000002,38464.013800999965
LiteLLM Router (live),WebArena (live),webarena-25,web_navigation,0.46900000000000003,0,mid-general,0.6,False,False,False,,0.025653,58514.18925100006
LiteLLM Router (live),WebArena (live),webarena-26,web_navigation,0.48000000000000004,0,mid-general,0.6,False,False,False,,0.037494,88976.69526299978
LiteLLM Router (live),WebArena (live),webarena-44,web_navigation,0.41800000000000004,0,mid-general,0.6,False,True,False,,0.018312000000000002,32451.216483999815
LiteLLM Router (live),WebArena (live),webarena-45,web_navigation,0.437,0,mid-general,0.6,False,False,False,,0.02253,46078.80200100044
LiteLLM Router (live),WebArena (live),webarena-46,web_navigation,0.437,0,mid-general,0.6,False,False,False,,0.033423,55789.603113998965
LiteLLM Router (live),WebArena (live),webarena-47,web_navigation,0.52,0,mid-general,0.6,False,False,False,,0.019491,44881.20142600019
LiteLLM Router (live),WebArena (live),webarena-48,web_navigation,0.525,0,mid-general,0.6,False,False,False,,0.019593000000000003,41765.196629001366
LiteLLM Router (live),WebArena (live),webarena-49,web_navigation,0.525,0,mid-general,0.6,False,False,False,,0.019803,43615.54615999921
LiteLLM Router (live),WebArena (live),webarena-50,web_navigation,0.519,0,mid-general,0.6,False,False,False,,0.019221000000000002,47089.16400700036
LiteLLM Router (live),WebArena (live),webarena-51,web_navigation,0.524,0,mid-general,0.6,False,False,False,,0.019533000000000002,42616.88539399984
LiteLLM Router (live),WebArena (live),webarena-96,web_navigation,0.461,0,mid-general,0.6,False,False,False,,0.019338,41988.5213869984
LiteLLM Router (live),WebArena (live),webarena-102,web_navigation,0.512,0,mid-general,0.6,False,False,False,,0.33346800000000004,454329.0648860002
Aurelio Semantic Router (live),WebArena (live),webarena-21,web_navigation,0.468,0,mid-general,0.7,False,False,False,,0.030989999999999997,76928.31416900117
Aurelio Semantic Router (live),WebArena (live),webarena-22,web_navigation,0.465,0,mid-general,0.7,False,False,False,,0.030399000000000002,73931.36011999923
Aurelio Semantic Router (live),WebArena (live),webarena-23,web_navigation,0.47400000000000003,0,mid-general,0.7,False,False,False,,0.033060000000000006,76439.36165600098
Aurelio Semantic Router (live),WebArena (live),webarena-24,web_navigation,0.466,0,mid-general,0.7,False,False,False,,0.016161000000000002,38939.046028999655
Aurelio Semantic Router (live),WebArena (live),webarena-25,web_navigation,0.46900000000000003,0,mid-general,0.7,False,False,False,,0.025667999999999996,60505.760628000644
Aurelio Semantic Router (live),WebArena (live),webarena-26,web_navigation,0.48000000000000004,0,mid-general,0.7,False,False,False,,0.036789,88396.6762989985
Aurelio Semantic Router (live),WebArena (live),webarena-44,web_navigation,0.41800000000000004,0,mid-general,0.7,False,True,False,,0.018477,34167.105132999495
Aurelio Semantic Router (live),WebArena (live),webarena-45,web_navigation,0.437,0,mid-general,0.7,False,False,False,,0.022275000000000003,45379.73238400082
Aurelio Semantic Router (live),WebArena (live),webarena-46,web_navigation,0.437,0,mid-general,0.7,False,False,False,,0.057501000000000003,86803.12731900085
Aurelio Semantic Router (live),WebArena (live),webarena-47,web_navigation,0.52,0,mid-general,0.7,False,False,False,,0.019416000000000003,44837.80248000039
Aurelio Semantic Router (live),WebArena (live),webarena-48,web_navigation,0.525,0,mid-general,0.7,False,False,False,,0.019773000000000002,43183.819683001275
Aurelio Semantic Router (live),WebArena (live),webarena-49,web_navigation,0.525,0,mid-general,0.7,False,False,False,,0.019788,42511.53139500093
Aurelio Semantic Router (live),WebArena (live),webarena-50,web_navigation,0.519,0,mid-general,0.7,False,False,False,,0.019356,42360.3988470004
Aurelio Semantic Router (live),WebArena (live),webarena-51,web_navigation,0.524,0,mid-general,0.7,False,False,False,,0.019548000000000003,41611.23680499986
Aurelio Semantic Router (live),WebArena (live),webarena-96,web_navigation,0.461,0,mid-general,0.7,False,False,False,,0.019533,43926.55662700054
Aurelio Semantic Router (live),WebArena (live),webarena-102,web_navigation,0.512,0,mid-general,0.7,False,False,False,,0.260175,347062.3509090001
RouteLLM (live),WebArena (live),webarena-21,web_navigation,0.468,0,cheap-small,0.7834509524049388,False,False,False,,0.0008474000000000001,34734.1388549994
RouteLLM (live),WebArena (live),webarena-22,web_navigation,0.465,0,cheap-small,0.7816082571941759,False,True,False,,0.0016951000000000002,57700.996519999535
