router_name,benchmark_name,task_id,domain,difficulty,trial,selected_candidate,confidence,fallback_used,success,tool_call_required,tool_call_correct,cost_usd,latency_ms
LiteLLM Router (live),WebArena (live),webarena-21,web_navigation,0.468,0,mid-general,0.6,False,False,False,,0.030629999999999998,83161.90380393527
LiteLLM Router (live),WebArena (live),webarena-22,web_navigation,0.465,0,mid-general,0.6,False,False,False,,0.030699000000000004,77362.64074605424
LiteLLM Router (live),WebArena (live),webarena-23,web_navigation,0.47400000000000003,0,mid-general,0.6,False,False,False,,0.0321,78525.57291905396
LiteLLM Router (live),WebArena (live),webarena-24,web_navigation,0.466,0,mid-general,0.6,False,False,False,,0.016041,40506.359179038554
LiteLLM Router (live),WebArena (live),webarena-25,web_navigation,0.46900000000000003,0,mid-general,0.6,False,False,False,,0.034653,95768.42083199881
LiteLLM Router (live),WebArena (live),webarena-26,web_navigation,0.48000000000000004,0,mid-general,0.6,False,False,False,,0.033864,135276.36192098726
LiteLLM Router (live),WebArena (live),webarena-44,web_navigation,0.41800000000000004,0,mid-general,0.6,False,True,False,,0.020576999999999998,50415.81728705205
LiteLLM Router (live),WebArena (live),webarena-45,web_navigation,0.437,0,mid-general,0.6,False,False,False,,0.032829,91117.76032997295
Aurelio Semantic Router (live),WebArena (live),webarena-21,web_navigation,0.468,0,mid-general,0.0,True,False,False,,0.030690000000000002,134044.07249006908
Aurelio Semantic Router (live),WebArena (live),webarena-22,web_navigation,0.465,0,mid-general,0.0,True,False,False,,0.036624,135674.44107995834
Aurelio Semantic Router (live),WebArena (live),webarena-23,web_navigation,0.47400000000000003,0,mid-general,0.0,True,False,False,,0.031485,132535.16094607767
Aurelio Semantic Router (live),WebArena (live),webarena-24,web_navigation,0.466,0,mid-general,0.0,True,False,False,,0.016296,78091.84173692483
Aurelio Semantic Router (live),WebArena (live),webarena-25,web_navigation,0.46900000000000003,0,mid-general,0.0,True,False,False,,0.034923,138671.50990699884
Aurelio Semantic Router (live),WebArena (live),webarena-26,web_navigation,0.48000000000000004,0,mid-general,0.0,True,False,False,,0.041631,155511.20364805683
Aurelio Semantic Router (live),WebArena (live),webarena-44,web_navigation,0.41800000000000004,0,mid-general,0.0,True,True,False,,0.020592,56815.862633055076
Aurelio Semantic Router (live),WebArena (live),webarena-45,web_navigation,0.437,0,mid-general,0.0,True,False,False,,0.024825,132655.39965208154
RouteLLM (live),WebArena (live),webarena-21,web_navigation,0.468,0,mid-general,0.0,True,False,False,,0.030869999999999998,146294.08933094237
RouteLLM (live),WebArena (live),webarena-22,web_navigation,0.465,0,mid-general,0.0,True,False,False,,0.030534,97550.81313301343
RouteLLM (live),WebArena (live),webarena-23,web_navigation,0.47400000000000003,0,mid-general,0.0,True,False,False,,0.033315,135775.3470290918
RouteLLM (live),WebArena (live),webarena-24,web_navigation,0.466,0,mid-general,0.0,True,False,False,,0.016206,69531.21401800308
RouteLLM (live),WebArena (live),webarena-25,web_navigation,0.46900000000000003,0,mid-general,0.0,True,False,False,,0.035688,150520.20666899625
RouteLLM (live),WebArena (live),webarena-26,web_navigation,0.48000000000000004,0,mid-general,0.0,True,False,False,,0.021855000000000003,744777.6972580468
RouteLLM (live),WebArena (live),webarena-44,web_navigation,0.41800000000000004,0,mid-general,0.0,True,True,False,,0.021513,57784.9203980295
RouteLLM (live),WebArena (live),webarena-45,web_navigation,0.437,0,mid-general,0.0,True,False,False,,0.040953,86266.97680400684
LLMRouter (live),WebArena (live),webarena-21,web_navigation,0.468,0,mid-general,0.0,True,False,False,,0.029835000000000004,121230.91248201672
LLMRouter (live),WebArena (live),webarena-22,web_navigation,0.465,0,mid-general,0.0,True,False,False,,0.030489,102632.82762898598
LLMRouter (live),WebArena (live),webarena-23,web_navigation,0.47400000000000003,0,mid-general,0.0,True,False,False,,0.031485,96613.00633603241
LLMRouter (live),WebArena (live),webarena-24,web_navigation,0.466,0,mid-general,0.0,True,True,False,,0.030945,88212.36885909457
LLMRouter (live),WebArena (live),webarena-25,web_navigation,0.46900000000000003,0,mid-general,0.0,True,False,False,,0.034713,115739.79783093091
